feature,mean_importance
RC27,-6.071532165918824e-19
FIP,-5.204170427930421e-19
GPA,-1.7347234759768072e-19
WHIP,-1.7347234759768072e-19
XR27,-1.7347234759768072e-19
BWPA,0.0
PWPA,0.0
wRC+,1.7347234759768072e-19
ERA,3.4694469519536144e-19
wOBA,5.204170427930421e-19
BWAR,0.0005593078113810329
PWAR,0.0009162367207169779
