feature,shap_importance
BWPA,0.039535259709398765
PWPA,0.030316090633687908
wOBA,0.018292069447645595
GPA,0.01614405190450182
XR27,0.009728262901328895
ERA,0.005142542302131719
WHIP,0.004235221989666004
FIP,0.002032651989744053
wRC+,0.0018460510108859506
RC27,0.0009295459927050585
BWAR,0.0007558624059643855
PWAR,0.00032536516715649816
