feature,weight
intercept,0.4891808947928077
ERA,0.009352671294100353
ERA+,0.01023272429045809
FIP,-0.03811128839396447
FIP+,-0.01983825825547682
GPA,0.04909822026760011
OPS,-0.013083724012183289
RC27,0.012031607270618798
WHIP,0.002563438404920279
XR27,0.004838771629389533
wOBA,-0.021228445969311893
wRC+,-0.015440567820788158
타자WAR,-0.007031867981369795
타자WPA,0.061193665387024844
투수WAR,0.0002842768836852587
투수WPA,0.057914018500898314
