feature,mean_importance
WHIP,-3.389768937804589e-05
XR27,-1.9950004682077687e-05
GPA,-7.121226767342007e-06
RC27,-1.2509684956557576e-06
FIP,0.0
wOBA,9.725298161149991e-06
wRC+,5.199067859346694e-05
ERA,0.0002584682963062052
BWAR,0.00037792887460231324
BWPA,0.00038210290404375977
PWPA,0.0004029510643187217
PWAR,0.00041201053396609815
