feature,mean_importance
ERA,0.0
FIP,0.0
FIP+,0.0
GPA,0.0
OPS,0.0
RC27,0.0
WHIP,0.0
XR27,0.0
wOBA,0.0
wRC+,0.0
타자WPA,0.0
투수WAR,0.0
투수WPA,0.0
타자WAR,0.0003659681364669077
ERA+,0.0026894484364283237
