feature,shap_importance
ERA+,0.050942914821857185
wRC+,0.011418030753968257
타자WAR,0.010723437200186592
투수WAR,0.002951388888888886
wOBA,0.0014467592592592605
RC27,0.0011068138916446163
ERA,0.0
FIP,0.0
FIP+,0.0
GPA,0.0
OPS,0.0
WHIP,0.0
XR27,0.0
타자WPA,0.0
투수WPA,0.0
