feature,mean_importance
RC27,-1.574761141240566e-08
wOBA,0.0
타자WAR,0.0
GPA,0.0
XR27,0.0
FIP,0.0
WHIP,0.0
ERA+,0.0
FIP+,0.0
투수WAR,0.0
투수WPA,0.0
OPS,7.31601347404669e-09
wRC+,3.5134229598505115e-08
ERA,4.0521040531378044e-07
타자WPA,2.247660978130778e-05
승률,0.005372409728109194
