feature,shap_importance
타자WPA,0.04177902327588279
GPA,0.03626610435295662
투수WPA,0.030217792456442825
FIP,0.02479155069566021
wOBA,0.014067654631827874
FIP+,0.013909068921919277
OPS,0.009766388064236317
wRC+,0.00921694763002871
RC27,0.00880443563488718
ERA+,0.007151136657845638
ERA,0.005163353165008797
타자WAR,0.004084410754547186
XR27,0.0032582171773424874
WHIP,0.0015584404979134853
투수WAR,0.00020148404069994492
