name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.058919881417640874,0.68
2_DecisionTree,Decision Tree,rmse,0.040015645466824956,10.2
3_Linear,Linear,rmse,0.007977281309546402,4.45
4_Default_Xgboost,Xgboost,rmse,0.03407340371785742,1.94
5_Default_NeuralNetwork,Neural Network,rmse,0.10588827463302482,0.73
6_Default_RandomForest,Random Forest,rmse,0.04012094054631131,1.9
Ensemble,Ensemble,rmse,0.007977281309546395,0.14
