feature,mean_importance
OPS,0.0
wOBA,0.0
wRC+,0.0
타자WAR,0.0
타자WPA,0.0
GPA,0.0
XR27,0.0
RC27,0.0
ERA,0.0
FIP,0.0
WHIP,0.0
ERA+,0.0
FIP+,0.0
투수WAR,0.0
투수WPA,0.0
승률,0.004386330546349631
